logFC	logCPM	F	PValue	FDR
TSS3_197928	9.53223104336641	9.4247960188166	688.833199391222	1.94864833306306e-43	5.90109174701486e-39
TSS2_1824392	7.20153970435996	9.57501239343101	603.462440699818	1.82981059622019e-41	2.7706077142668e-37
TSS5_4759129	7.90801960983448	8.28489800407026	572.489210705574	1.41150234417974e-40	1.42481751629316e-36
TSS3_20340988	7.32210458263942	8.26143692070133	562.330615406781	2.8169343724599e-40	2.13263059003008e-36
TSS2_1800389	7.52218849337041	8.58960652246235	552.857731956887	9.51831450664972e-40	5.76486236409747e-36
TSS4_9556988	6.71028137816415	7.63314032543863	503.539561288861	1.92445062931603e-38	9.71302306792955e-35
TSS4_13200595	8.56601922698697	6.05239981914637	508.111811566566	2.32511089153989e-38	1.00587618755004e-34
TSS2_14524756	8.74679010899838	5.86844108694494	497.863999517895	8.48781601735917e-38	3.2129566556711e-34
TSS3_9723765	6.1127493101551	8.25711250526739	475.127797465826	1.72714282400873e-37	5.81145179327291e-34
TSS4_13130297	7.85895232970785	6.03513042080875	464.042110167133	6.90855430893789e-37	2.09211750137566e-33
TSS4_13391506	7.86551036428882	6.12526101835292	455.186567653012	8.61788516972383e-37	2.37250378722497e-33
TSS3_5505463	7.11715492687101	6.83132262325518	458.113619228436	1.1129517203584e-36	2.80862641230111e-33
TSS5_26663621	-6.18052717431854	11.1056807252575	449.535287547394	1.37372161804222e-36	3.2000316737825e-33
TSS5_22460650	-5.79410972970742	10.0152753809851	420.538338573961	1.62786990811947e-35	3.52119888768442e-32
TSS5_17761090	6.75986448335139	7.44345200203716	420.843650435581	4.04022282170899e-35	8.15667118065422e-32
TSS2_16291480	7.60385704620856	6.41994092700523	417.418321862809	5.42949432711618e-35	1.02763360442537e-31
TSS5_25629472	5.70147733872057	8.23262674446575	401.324420763662	9.0652371696779e-35	1.6148386894668e-31
TSS1_10478005	5.77119364912983	7.93396687248213	397.184144056132	1.32407236016708e-34	2.22760462682999e-31
TSS2_4312051	6.31102826721056	10.4680629204224	395.974379029096	1.47996846069485e-34	2.35883604711696e-31
TSS5_21026918	-7.5892407127043	9.50394946520838	392.369199341457	2.06552930291529e-34	3.12752119400918e-31
TSS5_2090391	-7.18678340059044	10.3266377814817	387.840284805958	3.15104581964631e-34	4.54395812173092e-31
TSS1_8271702	5.19326558459641	9.2019864818886	384.74151805094	4.2166315701885e-34	5.80419335636447e-31
TSS1_25579375	-6.47074613102576	12.265631817022	383.403241700445	4.78474934267735e-34	6.29985062366514e-31
TSS3_17494873	5.14383734318126	11.4369508962832	379.627988990061	6.84789931771099e-34	8.64062229326008e-31
TSS5_17712412	5.40601234024327	7.48042512305211	383.674617343948	7.20369136218543e-34	8.72597542084246e-31
TSS1_11215983	5.45398078116934	9.76379079851042	377.203792440533	8.63376295988433e-34	1.00560093736222e-30
TSS5_26894835	6.03863405227435	6.41015080732827	380.97526695243	9.28274199407494e-34	1.04114546595026e-30
TSS1_24996093	8.06043614739593	5.353262144236	389.505143907978	1.02066102964189e-33	1.10388135573733e-30
TSS1_6942833	5.35649954463474	7.63098827419347	377.677989072187	1.26781471653234e-33	1.32390458830169e-30
TSS4_6897304	-5.95730006187651	7.59717128528332	371.508356754114	1.49531075260615e-33	1.5094165173724e-30
TSS4_8102875	5.36684823775012	6.94428624075966	368.898264712446	1.92768197935594e-33	1.88309656067212e-30
TSS5_4620226	6.16932785607766	5.6102625262484	375.261264323129	2.45585686765394e-33	2.32408479759888e-30
TSS5_13830679	5.27130318179489	8.92659433504246	365.666396616997	2.64541007526242e-33	2.42760464573248e-30
TSS3_2830542	9.56548028579192	4.9020512328379	378.817725437627	4.23823126712575e-33	3.77489286654027e-30
TSS5_17401939	6.54363227758922	6.02698231069605	363.320738613313	7.70326584341467e-33	6.66508570103219e-30
TSS1_1349303	10.3650785533215	4.77937379918246	352.748188604969	9.59167067535187e-33	8.06846008504669e-30
TSS5_26453039	5.12328303007711	7.63827709083653	350.580983511101	1.19494031382434e-32	9.78010203338987e-30
TSS1_4366609	-5.73175105428875	7.52639623150777	348.76307357243	1.43806540905176e-32	1.12247841943149e-29
TSS4_18098564	5.65855300596286	7.02806780944077	348.711988438068	1.44558525766365e-32	1.12247841943149e-29
TSS5_17849528	-5.83359414599861	10.9012432842278	347.186132889639	1.68974571622769e-32	1.27926423811308e-29
TSS2_12157923	-5.81641369856434	10.855921704012	346.60327188332	1.79380201800047e-32	1.32491967100264e-29
TSS1_5773708	4.83120282034777	7.10048672566501	338.246921251706	4.26322224451761e-32	3.07388474358873e-29
TSS1_4394311	5.15980926584439	8.91923256523466	336.385028249366	5.18216999643776e-32	3.64957334888662e-29
TSS5_1130025	5.70871919909908	5.98178922312647	342.707862801697	5.96545228164127e-32	4.01654851837045e-29
TSS3_22745696	5.17358151422834	10.123314138138	335.0425622641	5.96851974132914e-32	4.01654851837045e-29
TSS5_2037855	5.55923260531199	6.03734979204121	337.383939964539	1.02849316424165e-31	6.7708388027674e-29
TSS4_13728763	-4.75359965106964	10.4633062757625	328.725832135652	1.16735259956546e-31	7.52147633460441e-29
TSS3_2717676	4.61611095087282	9.49189113216008	328.426921152864	1.20530652299122e-31	7.60422863244646e-29
TSS2_2033188	6.14925488896416	5.15274491128458	327.307251338212	1.3590530184052e-31	8.399225011503e-29
TSS1_28327955	5.29418167547629	6.47224382790756	326.862013906038	1.42563573498882e-31	8.4814656235744e-29
TSS2_15358628	-5.46816950694647	9.60378868672976	326.844155955244	1.42837482020373e-31	8.4814656235744e-29
TSS2_17945775	6.28126041099924	5.46678932474925	329.51742727403	1.5778524921837e-31	9.18886673476905e-29
TSS1_26705518	7.37169531502768	4.87137442881802	327.163976684897	4.41112567861579e-31	2.5204173382174e-28
TSS1_11532562	4.83218664671367	6.736190017363	318.293977122726	5.26153485893117e-31	2.95064926172246e-28
TSS1_22700064	5.13137445461967	6.39927057128775	314.153922234501	5.70816736272194e-31	3.1429169499147e-28
TSS3_23182707	6.04624978338154	6.93568146564532	316.113633265872	6.67426038748656e-31	3.59579641747748e-28
TSS2_9779101	7.01544237399857	5.02618740316318	319.473287808346	6.76816681954285e-31	3.59579641747748e-28
TSS3_162814	5.28922593740764	5.5770614659767	310.171899790138	8.89632499628961e-31	4.64495534245928e-28
TSS2_14577178	6.19885302029832	5.73438206291755	319.943887987111	9.44648690948424e-31	4.84860954372731e-28
TSS4_6408144	5.39933112557747	9.6748883849483	307.922849726808	1.14527567214868e-30	5.78039719661307e-28
TSS2_10026915	6.78101486176826	4.71888042644937	308.526266151959	1.54260442773271e-30	7.65814588279176e-28
TSS1_7400604	7.86721429839644	5.35801275830867	305.005814495055	1.59266328790515e-30	7.77913263671476e-28
TSS3_5469446	4.48608714743898	8.407393443069	304.586594475179	1.67029541089915e-30	8.02881840131093e-28
TSS3_17228730	5.91981309694704	5.25740780811684	306.791788025674	2.70409717602371e-30	1.27950273096135e-27
TSS1_25493379	4.44890581764816	9.03383686846863	295.829758118901	4.56740259016837e-30	2.12791773289337e-27
TSS2_18471277	-5.65474498541841	6.91298539805925	295.594355367323	4.69408270219965e-30	2.15380161319261e-27
TSS2_8736737	4.71281742223783	8.24985270129392	295.331461901324	4.83981037037706e-30	2.18752205143475e-27
TSS5_6975995	5.08710129333709	6.99998227730429	296.690934860626	5.88852277668633e-30	2.62238434185871e-27
TSS1_473140	4.70994717039434	6.49806848424741	295.964743579003	6.40153579244481e-30	2.80953200583487e-27
TSS5_13853745	-5.55106755800553	11.7470210759605	288.953425531692	1.02277493754873e-29	4.42467049054115e-27
TSS1_588353	-5.73850748576637	8.59432683521538	288.762598600443	1.04613333729029e-29	4.46197969762843e-27
TSS5_13434122	6.9306115407902	4.57008766904406	297.475682403888	1.10546634665949e-29	4.63413148941065e-27
TSS4_9669363	5.40658196874166	6.10597090925076	288.208483212444	1.11710067934808e-29	4.63413148941065e-27
TSS1_25395019	4.48469348325083	7.73870961928844	288.002754355502	1.14468580397293e-29	4.68439462185301e-27
TSS2_14523564	5.91127654895895	5.45010199695437	289.276163273431	1.39218367897051e-29	5.50026798690073e-27
TSS3_6000461	-6.93236208275731	8.69998515262041	286.326836335762	1.3970254565254e-29	5.50026798690073e-27
TSS2_9207119	-5.79571123757006	11.0056524713767	286.317726285772	1.39854253208518e-29	5.50026798690073e-27
TSS1_5447762	4.870474460008	6.61871989739727	290.674651035113	1.67972519194588e-29	6.52142538303809e-27
TSS1_6558045	8.20903184080255	4.76807820565928	287.311581280228	1.75365227170988e-29	6.72225971445446e-27
TSS3_19214746	-5.50707637277297	10.3690111424591	282.868894416334	2.11324778190976e-29	7.99943532244666e-27
TSS1_17123821	7.85423047432185	4.1194305946823	291.460840063193	2.18875911123623e-29	8.18298668710699e-27
TSS2_17592089	4.6853342612548	7.14741451717472	285.187516636345	2.2538384957343e-29	8.32353550808802e-27
TSS5_8378891	5.34200271230519	6.72837003997487	281.193374992078	2.58612479642426e-29	9.43561653133928e-27
TSS3_20709571	4.15924026136232	7.73875903857769	275.738307603621	5.02298506986885e-29	1.81084591512903e-26
TSS1_27959220	-4.30033516029844	8.62640312096321	273.418249281058	6.68185147461933e-29	2.37825848935939e-26
